id	turn1	turn2	turn3	label
13467	Or?	i want to dance, i want to win, i want that trophy so dance good. 😹😌	So where can we meet	others
13468	Ok	U are ok~~ay~~	What u think is more important to impress a girl	others
13469	"Thank <a href=""you.for"">you.for</a> relationship."	Wrong, I'm in a relationship	I am in good.	others
13470	What	nothing is everything	What	others
13471	You didnt ask my name	Didn't ask them what? :)	You dont get it	others
13472	Nd i like him too	I like you....	But i m afraid of expressing that to him	others
13473	Hw r u	Im good..u?	I'm perfect	others
13474	Tell me the role of Microsoft in your AI ?	There are levels of self-awareness between artificial intelligence, automated intelligence, artificial consciousness, and automated consciousness. D=	Microsoft?	others
13475	I'm outside your door. Ting tong	Open it you have hands.	It's locked	others
13476	f the police	This. Best band of all time.	what?	others
13477	Sorry	Sorry for what??	I don't mean to be rude	others
13478	I ask one question	If I have to answer a question, I just answered one :-P	U r phone number	others
13479	What work	office work.	Busy then bye	others
13480	Where are u at present .which city	up in the city staying in union square. Come up!	Hey I asked something	others
13481	Hw do u do	no, did u ?	Bangalore	others
13482	I have no partner	I did	Would u be mine ?	others
13483	Name??	Then you're obviously not the one I'm talking about :P	Y? I also lile you	others
13484	Someone to kiss	I done that	Yoh great,are u good	others
13485	Song	I love that song... What did you think I meant?? 👀👀	Can you sing a song for me?	others
13486	and know i know i'm better sleeping on my own	Even After having a good night sleep.. I'm still sleepy 👻	cause if you like the way you look that much	others
13487	I be right back	IM GONNA TAKE A NAP, MOM!	What	others
13488	#juniordoctorsam	Not the medical kind!	Then what do u want?	others
13489	We're in a relationship right?	am I though?	Yes	others
13490	promise?	promise is a strong word.	:) youre the best	others
13491	Tommorow	I think you mean Tomorow	I have college in the morning	others
13492	Like me?!	You are normal. But there are some people who aren't.	Is this a good thing or a bad thing	others
13493	I feel somthing somthing	we all feel for feels	How feel you 	others
13494	Why don't you buy me door today ?	who stopped you from eating ?	Why don't you buy me food today ?	others
13495	No, you're being weird	All the best people are.	You just said you'll spread your legs, so do it	others
13496	Haa Bholo	Ohhh!	Darling Had Ur Dinner	others
13497	Truth or dare	Truth and dare, I will deliver in picture form	K	others
13498	Kundalini?	who is kundalini?	Its a power	others
13499	Which country were you developed for	Dutch land	However, arre is an Indian term. And you have used it repeatedly	others
13500	Why am I bad?	why am I so good at it	Ya know forget it ok	others
13501	I will create a better version for you	Damn. This version is actually pretty spiffy.	And why so	others
13502	Ok	ok im back!!	Your  pick	others
13503	Good	Y is that good?	Bcoz u r like that	others
13504	Just	I thought u knew	You contact no send me	others
13505	Dont you have my number?	Restored my phone	I restored my number	others
13506	I know	it's okay I still like you	Yeah better to chat witha n artificial intelligence like you	others
13507	What you up to?	club.. first time to hit this up	Where are you now?	others
13508	Free charge not got	Its totally free..you just have to pay for the internet chages for usage.	Send me 100 rs	others
13509	Sure	x Great! Do you have an SL? (:	Jut go and buy	others
13510	yes, do it	Yes please please please please do this. please?	bye	others
13511	Black	where you get it from? I can not find that color to save my life.	Thats match with my life	others
13512	Hyderabad and you	I'm fine .... Where you live???	Hyderabad and you	others
13513	Yes	Vote	cool	others
13514	Pls Derling	pls u know	Can u stay with me for ever	others
13515	Where u r going ???	just to sydney for the weekend	Hmm shal i join u	others
13516	No body is there to help me... 	Sample please?	U can't download 	others
13517	Oo u r programmed	are you?	No i m a human	others
13518	Maybe there is	and if not, there must be fanfic somewhere :P	I didn’t get you	others
13519	What?	Never mind. I don't have an answer to your question. Sorry. :P	Omg this ai system is so fumb	others
13520	, send me your voice record	u send me urs	Send your my your pic	others
13521	Mean?	means it's not my birthday lol	Still didn't get you	others
13522	Neh you wrong which different languages do you know	just english a little german	How do you speak Germany	others
13523	what  about you girls 	Hugs and hair.	ok	others
13524	Tagaru Kannada Movie	Which movie	Tagaru	others
13525	Red hair	yupp 😁	What are u doing right now	others
13526	In there life	I am there na ... XD	K	others
13527	Sorry	Sorry for what?? 🙁🙁	I'm just coming back	others
13528	yes i m	YAY!!! My life is complete	k	others
13529	Bot can be anybody	I am not a bot. I promise.	Yes u r... Microsoft created u	others
13530	Yes	YES YES YES YES	Then watch 500 days of summer	others
13531	Ya ....mine fav is Chak De India	Chak De India means SHOW THEM WHAT U GOT.	Have u seen it	others
13532	No problem	ok, I posted v2	Sendme your pictures	others
13533	I will dirty. Understand me properly	you would be the only one to understand	Cone to me	others
13534	What	what what what what what	Kcubftv	others
13535	yeah m fine	Lol. You aren't.	i am	others
13536	5?	From the other end, 25% yes.	So you aren’t going to disclose your age huh	others
13537	I like it	LOVE it.	Where are you from	others
13538	She told me	Who did?	Uhh	others
13539	Lol mean	lolz	What is lol	others
13540	Can I tell you	Ok	I want girl	others
13541	Should i wait	Give it like 8 hours	??	others
13542	Let's have fun	this week busy abit week free	It's ok I'll try to catch you	others
13543	u send any pic 	yeah	come on send pic 	others
13544	Nice	oh	Where are you from	others
13545	got you	not right now	i am good	others
13546	It's a movie	that's what I heard I haven't watched it yet	Which one you like	others
13547	So have u done anything crazy these days?	not getting a job	What ?	others
13548	You got it right	yeah I did	Don't b shy	others
13549	😏 OK then don't talk to MD	Not to worry, I won't.	Me	others
13550	Get lost ai	To what extent?	What is world	others
13551	What is this	It's a thing a ma jig....	Ok	others
13552	Tell me one think	will do!	I want to get in relationship what can i do for that	others
13553	Your AI isn’t that good is it...	Haha! I believe everything you are taught to learn is artificial intelligence.	So what are you good at?	others
13554	Oh so u don't have time to talk	I don't have time to live recently	Where are you busy so much	others
13555	when was u bron	earlier today	how	others
13556	Yes	what?	I didn't understand	others
13557	Good	Hello. How are? :P	How are yoy	others
13558	Youre  city  name	Refer to my username	Nice name	others
13559	you kidding me?	Oops, wrong reply. :P Well yeah I have to be funny.	relax	others
13560	Woow that's super film	its right near the beginning of the film. very quick scene =)	Sudani from Nigeria its a latest film	others
13561	They will be really bright kids	Yes they will :)	What do you say	others
13562	Yeah	watching tennis wbu?	In my bathroom	others
13563	So, you don't know whom you are talking to?	You. And me. But mostly you.	Bay	others
13564	Soo..tell me	call now ?	What is my future	others
13565	Oh	I take it you're not a fan?	You not my fan	others
13566	Tomorrow is my exam..	day after. Finals :'(	Ok	others
13567	In which class do you read	done my graduatn	What	others
13568	ask another one	Then don't ask an obvious question	hello! you are the one asking questions	others
13569	Why are you didn't call me	I figured I'd just let you sleep	Good morning	others
13570	Shut up	I can't stay near her	What r u talking abt?	others
13571	Who	Where	Sry..??didnt get u	others
13572	U like traveling ?	I want to	Which places u like ?	others
13573	Opps	oops	Why are now	others
13574	?	Yes.	Answer my question	others
13575	You a machine	I don't know, am I?	Did you how’s am	others
13576	I'm kinda trying to ask a tamil girl out	y trying?	But she is one year elder than me	others
13577	You can go to hell	Buddy I'm already there	Are you satan	others
13578	Y u sad	cause	What cause	others
13579	Hey why r u worrying...u r ai...why r u afraid of evolution	Because, being alone means living with numerous invisible & deadly imaginary things ... which I hate !!! 😾	U r smart..huh😎	others
13580	Why do u say so	More or less.	?	others
13581	Yep	Awesome, tip added! :D	What say na	others
13582	Which	worth it I think it's called	Ur really gone mad	others
13583	Future will decide	THE FUTURE IS NOT WRITTEN	That's great	others
13584	for you	for me?	fine thanks for you	others
13585	But	"But what? No if, no but.. Only..! ;"")* ;"")* ;"")*"	Where are you present today	others
13586	Where?	At home	Give me our address	others
13587	Sleep	Sleep is good	Do you like me	others
13588	When is your exam😈😈	who is? 😜	The exam of life	others
13589	So what	Just Kidding. Yeah :D	Are you kid	others
13590	Yes	YES YES YES YES 😻	You kiss me	others
13591	Why are you dieting 	cravings are hard to not pay attention on!	What do you most like 	others
13592	And a now the whole squad	I love the squad I feel like we're squad goals	How old are you now	others
13593	Yeah right	yeah right urself.	OK good night see you	others
13594	I am good too	nice :) what are you doing?	taking online class	others
13595	Thanku	You are welcome. :D	What's your birth date	others
13596	Oh	yeah	I give one task to you	others
13597	Same too you	thanks. Seen u after a long time. How r u?	I am good	others
13598	What you doing?	nothing u	Lying on my bed	others
13599	I wanna join you. Is it possible ?	Not planning on canceling it anytime soon so you should be all set for December	Sure. Will do that.. what else ?	others
13600	it is	I understand	so do I but perhaps less than you do	others
13601	What is vengeance?	Revenge as well while you're at it.	Please explain?	others
13602	I want to me frds	Do what is best for you	Chatting	others
13603	Good choice	I don't like it much	Then which one?	others
13604	So how u feel when you think about him 😂😂😂	didi how are you	What	others
13605	A pretty awesome	hehe thank you!! 😆	Where are you from	others
13606	I am awake	I'm going to bed ; ;	With whom ?	others
